	region_code	region	death	date
3898	19	Sicilia	175	2016-03-15
3899	20	Sardegna	59	2016-03-15
3900	1	Piemonte	164	2016-03-16
3901	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-16
3902	3	Lombardia	267	2016-03-16
3903	4	Trentino-Alto Adige/Südtirol	43	2016-03-16
3904	5	Veneto	153	2016-03-16
3905	6	Friuli-Venezia Giulia	48	2016-03-16
3906	7	Liguria	52	2016-03-16
3907	8	Emilia-Romagna	142	2016-03-16
3908	9	Toscana	131	2016-03-16
3909	10	Umbria	33	2016-03-16
3910	11	Marche	48	2016-03-16
3911	12	Lazio	170	2016-03-16
3912	13	Abruzzo	30	2016-03-16
3913	14	Molise	14	2016-03-16
3914	15	Campania	174	2016-03-16
3915	16	Puglia	112	2016-03-16
3916	17	Basilicata	12	2016-03-16
3917	18	Calabria	60	2016-03-16
3918	19	Sicilia	175	2016-03-16
3919	20	Sardegna	59	2016-03-16
3920	1	Piemonte	164	2016-03-17
3921	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-17
3922	3	Lombardia	267	2016-03-17
3923	4	Trentino-Alto Adige/Südtirol	43	2016-03-17
3924	5	Veneto	153	2016-03-17
3925	6	Friuli-Venezia Giulia	48	2016-03-17
3926	7	Liguria	52	2016-03-17
3927	8	Emilia-Romagna	142	2016-03-17
3928	9	Toscana	131	2016-03-17
3929	10	Umbria	33	2016-03-17
3930	11	Marche	48	2016-03-17
3931	12	Lazio	170	2016-03-17
3932	13	Abruzzo	30	2016-03-17
3933	14	Molise	14	2016-03-17
3934	15	Campania	174	2016-03-17
3935	16	Puglia	112	2016-03-17
3936	17	Basilicata	12	2016-03-17
3937	18	Calabria	60	2016-03-17
3938	19	Sicilia	175	2016-03-17
3939	20	Sardegna	59	2016-03-17
3940	1	Piemonte	164	2016-03-18
3941	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-18
3942	3	Lombardia	267	2016-03-18
3943	4	Trentino-Alto Adige/Südtirol	43	2016-03-18
3944	5	Veneto	153	2016-03-18
3945	6	Friuli-Venezia Giulia	48	2016-03-18
3946	7	Liguria	52	2016-03-18
3947	8	Emilia-Romagna	142	2016-03-18
3948	9	Toscana	131	2016-03-18
3949	10	Umbria	33	2016-03-18
3950	11	Marche	48	2016-03-18
3951	12	Lazio	170	2016-03-18
3952	13	Abruzzo	30	2016-03-18
3953	14	Molise	14	2016-03-18
3954	15	Campania	174	2016-03-18
3955	16	Puglia	112	2016-03-18
3956	17	Basilicata	12	2016-03-18
3957	18	Calabria	60	2016-03-18
3958	19	Sicilia	175	2016-03-18
3959	20	Sardegna	59	2016-03-18
3960	1	Piemonte	164	2016-03-19
3961	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-19
3962	3	Lombardia	267	2016-03-19
3963	4	Trentino-Alto Adige/Südtirol	43	2016-03-19
3964	5	Veneto	153	2016-03-19
3965	6	Friuli-Venezia Giulia	48	2016-03-19
3966	7	Liguria	52	2016-03-19
3967	8	Emilia-Romagna	142	2016-03-19
3968	9	Toscana	131	2016-03-19
3969	10	Umbria	33	2016-03-19
3970	11	Marche	48	2016-03-19
3971	12	Lazio	170	2016-03-19
3972	13	Abruzzo	30	2016-03-19
3973	14	Molise	14	2016-03-19
3974	15	Campania	174	2016-03-19
3975	16	Puglia	112	2016-03-19
3976	17	Basilicata	12	2016-03-19
3977	18	Calabria	60	2016-03-19
3978	19	Sicilia	175	2016-03-19
3979	20	Sardegna	59	2016-03-19
3980	1	Piemonte	164	2016-03-20
3981	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-20
3982	3	Lombardia	267	2016-03-20
3983	4	Trentino-Alto Adige/Südtirol	43	2016-03-20
3984	5	Veneto	153	2016-03-20
3985	6	Friuli-Venezia Giulia	48	2016-03-20
3986	7	Liguria	52	2016-03-20
3987	8	Emilia-Romagna	142	2016-03-20
3988	9	Toscana	131	2016-03-20
3989	10	Umbria	33	2016-03-20
3990	11	Marche	48	2016-03-20
3991	12	Lazio	170	2016-03-20
3992	13	Abruzzo	30	2016-03-20
3993	14	Molise	14	2016-03-20
3994	15	Campania	174	2016-03-20
3995	16	Puglia	112	2016-03-20
3996	17	Basilicata	12	2016-03-20
3997	18	Calabria	60	2016-03-20
3998	19	Sicilia	175	2016-03-20
3999	20	Sardegna	59	2016-03-20
4000	1	Piemonte	164	2016-03-21
4001	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-21
4002	3	Lombardia	267	2016-03-21
4003	4	Trentino-Alto Adige/Südtirol	43	2016-03-21
4004	5	Veneto	153	2016-03-21
4005	6	Friuli-Venezia Giulia	48	2016-03-21
4006	7	Liguria	52	2016-03-21
4007	8	Emilia-Romagna	142	2016-03-21
4008	9	Toscana	131	2016-03-21
4009	10	Umbria	33	2016-03-21
4010	11	Marche	48	2016-03-21
4011	12	Lazio	170	2016-03-21
4012	13	Abruzzo	30	2016-03-21
4013	14	Molise	14	2016-03-21
4014	15	Campania	174	2016-03-21
4015	16	Puglia	112	2016-03-21
4016	17	Basilicata	12	2016-03-21
4017	18	Calabria	60	2016-03-21
4018	19	Sicilia	175	2016-03-21
4019	20	Sardegna	59	2016-03-21
4020	1	Piemonte	164	2016-03-22
4021	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-22
4022	3	Lombardia	267	2016-03-22
4023	4	Trentino-Alto Adige/Südtirol	43	2016-03-22
4024	5	Veneto	153	2016-03-22
4025	6	Friuli-Venezia Giulia	48	2016-03-22
4026	7	Liguria	52	2016-03-22
4027	8	Emilia-Romagna	142	2016-03-22
4028	9	Toscana	131	2016-03-22
4029	10	Umbria	33	2016-03-22
4030	11	Marche	48	2016-03-22
4031	12	Lazio	170	2016-03-22
4032	13	Abruzzo	30	2016-03-22
4033	14	Molise	14	2016-03-22
4034	15	Campania	174	2016-03-22
4035	16	Puglia	112	2016-03-22
4036	17	Basilicata	12	2016-03-22
4037	18	Calabria	60	2016-03-22
4038	19	Sicilia	175	2016-03-22
4039	20	Sardegna	59	2016-03-22
4040	1	Piemonte	164	2016-03-23
4041	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-23
4042	3	Lombardia	267	2016-03-23
4043	4	Trentino-Alto Adige/Südtirol	43	2016-03-23
4044	5	Veneto	153	2016-03-23
4045	6	Friuli-Venezia Giulia	48	2016-03-23
4046	7	Liguria	52	2016-03-23
4047	8	Emilia-Romagna	142	2016-03-23
4048	9	Toscana	131	2016-03-23
4049	10	Umbria	33	2016-03-23
4050	11	Marche	48	2016-03-23
4051	12	Lazio	170	2016-03-23
4052	13	Abruzzo	30	2016-03-23
4053	14	Molise	14	2016-03-23
4054	15	Campania	174	2016-03-23
4055	16	Puglia	112	2016-03-23
4056	17	Basilicata	12	2016-03-23
4057	18	Calabria	60	2016-03-23
4058	19	Sicilia	175	2016-03-23
4059	20	Sardegna	59	2016-03-23
4060	1	Piemonte	164	2016-03-24
4061	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-24
4062	3	Lombardia	267	2016-03-24
4063	4	Trentino-Alto Adige/Südtirol	43	2016-03-24
4064	5	Veneto	153	2016-03-24
4065	6	Friuli-Venezia Giulia	48	2016-03-24
4066	7	Liguria	52	2016-03-24
4067	8	Emilia-Romagna	142	2016-03-24
4068	9	Toscana	131	2016-03-24
4069	10	Umbria	33	2016-03-24
4070	11	Marche	48	2016-03-24
4071	12	Lazio	170	2016-03-24
4072	13	Abruzzo	30	2016-03-24
4073	14	Molise	14	2016-03-24
4074	15	Campania	174	2016-03-24
4075	16	Puglia	112	2016-03-24
4076	17	Basilicata	12	2016-03-24
4077	18	Calabria	60	2016-03-24
4078	19	Sicilia	175	2016-03-24
4079	20	Sardegna	59	2016-03-24
4080	1	Piemonte	164	2016-03-25
4081	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-25
4082	3	Lombardia	267	2016-03-25
4083	4	Trentino-Alto Adige/Südtirol	43	2016-03-25
4084	5	Veneto	153	2016-03-25
4085	6	Friuli-Venezia Giulia	48	2016-03-25
4086	7	Liguria	52	2016-03-25
4087	8	Emilia-Romagna	142	2016-03-25
4088	9	Toscana	131	2016-03-25
4089	10	Umbria	33	2016-03-25
4090	11	Marche	48	2016-03-25
4091	12	Lazio	170	2016-03-25
4092	13	Abruzzo	30	2016-03-25
4093	14	Molise	14	2016-03-25
4094	15	Campania	174	2016-03-25
4095	16	Puglia	112	2016-03-25
4096	17	Basilicata	12	2016-03-25
4097	18	Calabria	60	2016-03-25
4098	19	Sicilia	175	2016-03-25
4099	20	Sardegna	59	2016-03-25
4100	1	Piemonte	164	2016-03-26
4101	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-26
4102	3	Lombardia	267	2016-03-26
4103	4	Trentino-Alto Adige/Südtirol	43	2016-03-26
4104	5	Veneto	153	2016-03-26
4105	6	Friuli-Venezia Giulia	48	2016-03-26
4106	7	Liguria	52	2016-03-26
4107	8	Emilia-Romagna	142	2016-03-26
4108	9	Toscana	131	2016-03-26
4109	10	Umbria	33	2016-03-26
4110	11	Marche	48	2016-03-26
4111	12	Lazio	170	2016-03-26
4112	13	Abruzzo	30	2016-03-26
4113	14	Molise	14	2016-03-26
4114	15	Campania	174	2016-03-26
4115	16	Puglia	112	2016-03-26
4116	17	Basilicata	12	2016-03-26
4117	18	Calabria	60	2016-03-26
4118	19	Sicilia	175	2016-03-26
4119	20	Sardegna	59	2016-03-26
4120	1	Piemonte	164	2016-03-27
4121	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-27
4122	3	Lombardia	267	2016-03-27
4123	4	Trentino-Alto Adige/Südtirol	43	2016-03-27
4124	5	Veneto	153	2016-03-27
4125	6	Friuli-Venezia Giulia	48	2016-03-27
4126	7	Liguria	52	2016-03-27
4127	8	Emilia-Romagna	142	2016-03-27
4128	9	Toscana	131	2016-03-27
4129	10	Umbria	33	2016-03-27
4130	11	Marche	48	2016-03-27
4131	12	Lazio	170	2016-03-27
4132	13	Abruzzo	30	2016-03-27
4133	14	Molise	14	2016-03-27
4134	15	Campania	174	2016-03-27
4135	16	Puglia	112	2016-03-27
4136	17	Basilicata	12	2016-03-27
4137	18	Calabria	60	2016-03-27
4138	19	Sicilia	175	2016-03-27
4139	20	Sardegna	59	2016-03-27
4140	1	Piemonte	164	2016-03-28
4141	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-28
4142	3	Lombardia	267	2016-03-28
4143	4	Trentino-Alto Adige/Südtirol	43	2016-03-28
4144	5	Veneto	153	2016-03-28
4145	6	Friuli-Venezia Giulia	48	2016-03-28
4146	7	Liguria	52	2016-03-28
4147	8	Emilia-Romagna	142	2016-03-28
4148	9	Toscana	131	2016-03-28
4149	10	Umbria	33	2016-03-28
4150	11	Marche	48	2016-03-28
4151	12	Lazio	170	2016-03-28
4152	13	Abruzzo	30	2016-03-28
4153	14	Molise	14	2016-03-28
4154	15	Campania	174	2016-03-28
4155	16	Puglia	112	2016-03-28
4156	17	Basilicata	12	2016-03-28
4157	18	Calabria	60	2016-03-28
4158	19	Sicilia	175	2016-03-28
4159	20	Sardegna	59	2016-03-28
4160	1	Piemonte	164	2016-03-29
4161	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-29
4162	3	Lombardia	267	2016-03-29
4163	4	Trentino-Alto Adige/Südtirol	43	2016-03-29
4164	5	Veneto	153	2016-03-29
4165	6	Friuli-Venezia Giulia	48	2016-03-29
4166	7	Liguria	52	2016-03-29
4167	8	Emilia-Romagna	142	2016-03-29
4168	9	Toscana	131	2016-03-29
4169	10	Umbria	33	2016-03-29
4170	11	Marche	48	2016-03-29
4171	12	Lazio	170	2016-03-29
4172	13	Abruzzo	30	2016-03-29
4173	14	Molise	14	2016-03-29
4174	15	Campania	174	2016-03-29
4175	16	Puglia	112	2016-03-29
4176	17	Basilicata	12	2016-03-29
4177	18	Calabria	60	2016-03-29
4178	19	Sicilia	175	2016-03-29
4179	20	Sardegna	59	2016-03-29
4180	1	Piemonte	164	2016-03-30
4181	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-30
4182	3	Lombardia	267	2016-03-30
4183	4	Trentino-Alto Adige/Südtirol	43	2016-03-30
4184	5	Veneto	153	2016-03-30
4185	6	Friuli-Venezia Giulia	48	2016-03-30
4186	7	Liguria	52	2016-03-30
4187	8	Emilia-Romagna	142	2016-03-30
4188	9	Toscana	131	2016-03-30
4189	10	Umbria	33	2016-03-30
4190	11	Marche	48	2016-03-30
4191	12	Lazio	170	2016-03-30
4192	13	Abruzzo	30	2016-03-30
4193	14	Molise	14	2016-03-30
4194	15	Campania	174	2016-03-30
4195	16	Puglia	112	2016-03-30
4196	17	Basilicata	12	2016-03-30
4197	18	Calabria	60	2016-03-30
4198	19	Sicilia	175	2016-03-30
4199	20	Sardegna	59	2016-03-30
4200	1	Piemonte	164	2016-03-31
4201	2	Valle d'Aosta/Vallée d'Aoste	9	2016-03-31
4202	3	Lombardia	267	2016-03-31
4203	4	Trentino-Alto Adige/Südtirol	43	2016-03-31
4204	5	Veneto	153	2016-03-31
4205	6	Friuli-Venezia Giulia	48	2016-03-31
4206	7	Liguria	52	2016-03-31
4207	8	Emilia-Romagna	142	2016-03-31
4208	9	Toscana	131	2016-03-31
4209	10	Umbria	33	2016-03-31
4210	11	Marche	48	2016-03-31
4211	12	Lazio	170	2016-03-31
4212	13	Abruzzo	30	2016-03-31
4213	14	Molise	14	2016-03-31
4214	15	Campania	174	2016-03-31
4215	16	Puglia	112	2016-03-31
4216	17	Basilicata	12	2016-03-31
4217	18	Calabria	60	2016-03-31
4218	19	Sicilia	175	2016-03-31
4219	20	Sardegna	59	2016-03-31
4220	1	Piemonte	155	2016-04-01
4221	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-01
4222	3	Lombardia	243	2016-04-01
4223	4	Trentino-Alto Adige/Südtirol	24	2016-04-01
4224	5	Veneto	142	2016-04-01
4225	6	Friuli-Venezia Giulia	37	2016-04-01
4226	7	Liguria	58	2016-04-01
4227	8	Emilia-Romagna	140	2016-04-01
4228	9	Toscana	136	2016-04-01
4229	10	Umbria	42	2016-04-01
4230	11	Marche	44	2016-04-01
4231	12	Lazio	170	2016-04-01
4232	13	Abruzzo	39	2016-04-01
4233	14	Molise	10	2016-04-01
4234	15	Campania	159	2016-04-01
4235	16	Puglia	100	2016-04-01
4236	17	Basilicata	19	2016-04-01
4237	18	Calabria	53	2016-04-01
4238	19	Sicilia	139	2016-04-01
4239	20	Sardegna	43	2016-04-01
4240	1	Piemonte	155	2016-04-02
4241	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-02
4242	3	Lombardia	243	2016-04-02
4243	4	Trentino-Alto Adige/Südtirol	24	2016-04-02
4244	5	Veneto	142	2016-04-02
4245	6	Friuli-Venezia Giulia	37	2016-04-02
4246	7	Liguria	58	2016-04-02
4247	8	Emilia-Romagna	140	2016-04-02
4248	9	Toscana	136	2016-04-02
4249	10	Umbria	42	2016-04-02
4250	11	Marche	44	2016-04-02
4251	12	Lazio	170	2016-04-02
4252	13	Abruzzo	39	2016-04-02
4253	14	Molise	10	2016-04-02
4254	15	Campania	159	2016-04-02
4255	16	Puglia	100	2016-04-02
4256	17	Basilicata	19	2016-04-02
4257	18	Calabria	53	2016-04-02
4258	19	Sicilia	139	2016-04-02
4259	20	Sardegna	43	2016-04-02
4260	1	Piemonte	155	2016-04-03
4261	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-03
4262	3	Lombardia	243	2016-04-03
4263	4	Trentino-Alto Adige/Südtirol	24	2016-04-03
4264	5	Veneto	142	2016-04-03
4265	6	Friuli-Venezia Giulia	37	2016-04-03
4266	7	Liguria	58	2016-04-03
4267	8	Emilia-Romagna	140	2016-04-03
4268	9	Toscana	136	2016-04-03
4269	10	Umbria	42	2016-04-03
4270	11	Marche	44	2016-04-03
4271	12	Lazio	170	2016-04-03
4272	13	Abruzzo	39	2016-04-03
4273	14	Molise	10	2016-04-03
4274	15	Campania	159	2016-04-03
4275	16	Puglia	100	2016-04-03
4276	17	Basilicata	19	2016-04-03
4277	18	Calabria	53	2016-04-03
4278	19	Sicilia	139	2016-04-03
4279	20	Sardegna	43	2016-04-03
4280	1	Piemonte	155	2016-04-04
4281	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-04
4282	3	Lombardia	243	2016-04-04
4283	4	Trentino-Alto Adige/Südtirol	24	2016-04-04
4284	5	Veneto	142	2016-04-04
4285	6	Friuli-Venezia Giulia	37	2016-04-04
4286	7	Liguria	58	2016-04-04
4287	8	Emilia-Romagna	140	2016-04-04
4288	9	Toscana	136	2016-04-04
4289	10	Umbria	42	2016-04-04
4290	11	Marche	44	2016-04-04
4291	12	Lazio	170	2016-04-04
4292	13	Abruzzo	39	2016-04-04
4293	14	Molise	10	2016-04-04
4294	15	Campania	159	2016-04-04
4295	16	Puglia	100	2016-04-04
4296	17	Basilicata	19	2016-04-04
4297	18	Calabria	53	2016-04-04
4298	19	Sicilia	139	2016-04-04
4299	20	Sardegna	43	2016-04-04
4300	1	Piemonte	155	2016-04-05
4301	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-05
4302	3	Lombardia	243	2016-04-05
4303	4	Trentino-Alto Adige/Südtirol	24	2016-04-05
4304	5	Veneto	142	2016-04-05
4305	6	Friuli-Venezia Giulia	37	2016-04-05
4306	7	Liguria	58	2016-04-05
4307	8	Emilia-Romagna	140	2016-04-05
4308	9	Toscana	136	2016-04-05
4309	10	Umbria	42	2016-04-05
4310	11	Marche	44	2016-04-05
4311	12	Lazio	170	2016-04-05
4312	13	Abruzzo	39	2016-04-05
4313	14	Molise	10	2016-04-05
4314	15	Campania	159	2016-04-05
4315	16	Puglia	100	2016-04-05
4316	17	Basilicata	19	2016-04-05
4317	18	Calabria	53	2016-04-05
4318	19	Sicilia	139	2016-04-05
4319	20	Sardegna	43	2016-04-05
4320	1	Piemonte	155	2016-04-06
4321	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-06
4322	3	Lombardia	243	2016-04-06
4323	4	Trentino-Alto Adige/Südtirol	24	2016-04-06
4324	5	Veneto	142	2016-04-06
4325	6	Friuli-Venezia Giulia	37	2016-04-06
4326	7	Liguria	58	2016-04-06
4327	8	Emilia-Romagna	140	2016-04-06
4328	9	Toscana	136	2016-04-06
4329	10	Umbria	42	2016-04-06
4330	11	Marche	44	2016-04-06
4331	12	Lazio	170	2016-04-06
4332	13	Abruzzo	39	2016-04-06
4333	14	Molise	10	2016-04-06
4334	15	Campania	159	2016-04-06
4335	16	Puglia	100	2016-04-06
4336	17	Basilicata	19	2016-04-06
4337	18	Calabria	53	2016-04-06
4338	19	Sicilia	139	2016-04-06
4339	20	Sardegna	43	2016-04-06
4340	1	Piemonte	155	2016-04-07
4341	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-07
4342	3	Lombardia	243	2016-04-07
4343	4	Trentino-Alto Adige/Südtirol	24	2016-04-07
4344	5	Veneto	142	2016-04-07
4345	6	Friuli-Venezia Giulia	37	2016-04-07
4346	7	Liguria	58	2016-04-07
4347	8	Emilia-Romagna	140	2016-04-07
4348	9	Toscana	136	2016-04-07
4349	10	Umbria	42	2016-04-07
4350	11	Marche	44	2016-04-07
4351	12	Lazio	170	2016-04-07
4352	13	Abruzzo	39	2016-04-07
4353	14	Molise	10	2016-04-07
4354	15	Campania	159	2016-04-07
4355	16	Puglia	100	2016-04-07
4356	17	Basilicata	19	2016-04-07
4357	18	Calabria	53	2016-04-07
4358	19	Sicilia	139	2016-04-07
4359	20	Sardegna	43	2016-04-07
4360	1	Piemonte	155	2016-04-08
4361	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-08
4362	3	Lombardia	243	2016-04-08
4363	4	Trentino-Alto Adige/Südtirol	24	2016-04-08
4364	5	Veneto	142	2016-04-08
4365	6	Friuli-Venezia Giulia	37	2016-04-08
4366	7	Liguria	58	2016-04-08
4367	8	Emilia-Romagna	140	2016-04-08
4368	9	Toscana	136	2016-04-08
4369	10	Umbria	42	2016-04-08
4370	11	Marche	44	2016-04-08
4371	12	Lazio	170	2016-04-08
4372	13	Abruzzo	39	2016-04-08
4373	14	Molise	10	2016-04-08
4374	15	Campania	159	2016-04-08
4375	16	Puglia	100	2016-04-08
4376	17	Basilicata	19	2016-04-08
4377	18	Calabria	53	2016-04-08
4378	19	Sicilia	139	2016-04-08
4379	20	Sardegna	43	2016-04-08
4380	1	Piemonte	155	2016-04-09
4381	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-09
4382	3	Lombardia	243	2016-04-09
4383	4	Trentino-Alto Adige/Südtirol	24	2016-04-09
4384	5	Veneto	142	2016-04-09
4385	6	Friuli-Venezia Giulia	37	2016-04-09
4386	7	Liguria	58	2016-04-09
4387	8	Emilia-Romagna	140	2016-04-09
4388	9	Toscana	136	2016-04-09
4389	10	Umbria	42	2016-04-09
4390	11	Marche	44	2016-04-09
4391	12	Lazio	170	2016-04-09
4392	13	Abruzzo	39	2016-04-09
4393	14	Molise	10	2016-04-09
4394	15	Campania	159	2016-04-09
4395	16	Puglia	100	2016-04-09
4396	17	Basilicata	19	2016-04-09
4397	18	Calabria	53	2016-04-09
4398	19	Sicilia	139	2016-04-09
4399	20	Sardegna	43	2016-04-09
4400	1	Piemonte	155	2016-04-10
4401	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-10
4402	3	Lombardia	243	2016-04-10
4403	4	Trentino-Alto Adige/Südtirol	24	2016-04-10
4404	5	Veneto	142	2016-04-10
4405	6	Friuli-Venezia Giulia	37	2016-04-10
4406	7	Liguria	58	2016-04-10
4407	8	Emilia-Romagna	140	2016-04-10
4408	9	Toscana	136	2016-04-10
4409	10	Umbria	42	2016-04-10
4410	11	Marche	44	2016-04-10
4411	12	Lazio	170	2016-04-10
4412	13	Abruzzo	39	2016-04-10
4413	14	Molise	10	2016-04-10
4414	15	Campania	159	2016-04-10
4415	16	Puglia	100	2016-04-10
4416	17	Basilicata	19	2016-04-10
4417	18	Calabria	53	2016-04-10
4418	19	Sicilia	139	2016-04-10
4419	20	Sardegna	43	2016-04-10
4420	1	Piemonte	155	2016-04-11
4421	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-11
4422	3	Lombardia	243	2016-04-11
4423	4	Trentino-Alto Adige/Südtirol	24	2016-04-11
4424	5	Veneto	142	2016-04-11
4425	6	Friuli-Venezia Giulia	37	2016-04-11
4426	7	Liguria	58	2016-04-11
4427	8	Emilia-Romagna	140	2016-04-11
4428	9	Toscana	136	2016-04-11
4429	10	Umbria	42	2016-04-11
4430	11	Marche	44	2016-04-11
4431	12	Lazio	170	2016-04-11
4432	13	Abruzzo	39	2016-04-11
4433	14	Molise	10	2016-04-11
4434	15	Campania	159	2016-04-11
4435	16	Puglia	100	2016-04-11
4436	17	Basilicata	19	2016-04-11
4437	18	Calabria	53	2016-04-11
4438	19	Sicilia	139	2016-04-11
4439	20	Sardegna	43	2016-04-11
4440	1	Piemonte	155	2016-04-12
4441	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-12
4442	3	Lombardia	243	2016-04-12
4443	4	Trentino-Alto Adige/Südtirol	24	2016-04-12
4444	5	Veneto	142	2016-04-12
4445	6	Friuli-Venezia Giulia	37	2016-04-12
4446	7	Liguria	58	2016-04-12
4447	8	Emilia-Romagna	140	2016-04-12
4448	9	Toscana	136	2016-04-12
4449	10	Umbria	42	2016-04-12
4450	11	Marche	44	2016-04-12
4451	12	Lazio	170	2016-04-12
4452	13	Abruzzo	39	2016-04-12
4453	14	Molise	10	2016-04-12
4454	15	Campania	159	2016-04-12
4455	16	Puglia	100	2016-04-12
4456	17	Basilicata	19	2016-04-12
4457	18	Calabria	53	2016-04-12
4458	19	Sicilia	139	2016-04-12
4459	20	Sardegna	43	2016-04-12
4460	1	Piemonte	155	2016-04-13
4461	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-13
4462	3	Lombardia	243	2016-04-13
4463	4	Trentino-Alto Adige/Südtirol	24	2016-04-13
4464	5	Veneto	142	2016-04-13
4465	6	Friuli-Venezia Giulia	37	2016-04-13
4466	7	Liguria	58	2016-04-13
4467	8	Emilia-Romagna	140	2016-04-13
4468	9	Toscana	136	2016-04-13
4469	10	Umbria	42	2016-04-13
4470	11	Marche	44	2016-04-13
4471	12	Lazio	170	2016-04-13
4472	13	Abruzzo	39	2016-04-13
4473	14	Molise	10	2016-04-13
4474	15	Campania	159	2016-04-13
4475	16	Puglia	100	2016-04-13
4476	17	Basilicata	19	2016-04-13
4477	18	Calabria	53	2016-04-13
4478	19	Sicilia	139	2016-04-13
4479	20	Sardegna	43	2016-04-13
4480	1	Piemonte	155	2016-04-14
4481	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-14
4482	3	Lombardia	243	2016-04-14
4483	4	Trentino-Alto Adige/Südtirol	24	2016-04-14
4484	5	Veneto	142	2016-04-14
4485	6	Friuli-Venezia Giulia	37	2016-04-14
4486	7	Liguria	58	2016-04-14
4487	8	Emilia-Romagna	140	2016-04-14
4488	9	Toscana	136	2016-04-14
4489	10	Umbria	42	2016-04-14
4490	11	Marche	44	2016-04-14
4491	12	Lazio	170	2016-04-14
4492	13	Abruzzo	39	2016-04-14
4493	14	Molise	10	2016-04-14
4494	15	Campania	159	2016-04-14
4495	16	Puglia	100	2016-04-14
4496	17	Basilicata	19	2016-04-14
4497	18	Calabria	53	2016-04-14
4498	19	Sicilia	139	2016-04-14
4499	20	Sardegna	43	2016-04-14
4500	1	Piemonte	155	2016-04-15
4501	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-15
4502	3	Lombardia	243	2016-04-15
4503	4	Trentino-Alto Adige/Südtirol	24	2016-04-15
4504	5	Veneto	142	2016-04-15
4505	6	Friuli-Venezia Giulia	37	2016-04-15
4506	7	Liguria	58	2016-04-15
4507	8	Emilia-Romagna	140	2016-04-15
4508	9	Toscana	136	2016-04-15
4509	10	Umbria	42	2016-04-15
4510	11	Marche	44	2016-04-15
4511	12	Lazio	170	2016-04-15
4512	13	Abruzzo	39	2016-04-15
4513	14	Molise	10	2016-04-15
4514	15	Campania	159	2016-04-15
4515	16	Puglia	100	2016-04-15
4516	17	Basilicata	19	2016-04-15
4517	18	Calabria	53	2016-04-15
4518	19	Sicilia	139	2016-04-15
4519	20	Sardegna	43	2016-04-15
4520	1	Piemonte	155	2016-04-16
4521	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-16
4522	3	Lombardia	243	2016-04-16
4523	4	Trentino-Alto Adige/Südtirol	24	2016-04-16
4524	5	Veneto	142	2016-04-16
4525	6	Friuli-Venezia Giulia	37	2016-04-16
4526	7	Liguria	58	2016-04-16
4527	8	Emilia-Romagna	140	2016-04-16
4528	9	Toscana	136	2016-04-16
4529	10	Umbria	42	2016-04-16
4530	11	Marche	44	2016-04-16
4531	12	Lazio	170	2016-04-16
4532	13	Abruzzo	39	2016-04-16
4533	14	Molise	10	2016-04-16
4534	15	Campania	159	2016-04-16
4535	16	Puglia	100	2016-04-16
4536	17	Basilicata	19	2016-04-16
4537	18	Calabria	53	2016-04-16
4538	19	Sicilia	139	2016-04-16
4539	20	Sardegna	43	2016-04-16
4540	1	Piemonte	155	2016-04-17
4541	2	Valle d'Aosta/Vallée d'Aoste	3	2016-04-17
4542	3	Lombardia	243	2016-04-17
4543	4	Trentino-Alto Adige/Südtirol	24	2016-04-17
4544	5	Veneto	142	2016-04-17
4545	6	Friuli-Venezia Giulia	37	2016-04-17
4546	7	Liguria	58	2016-04-17
4547	8	Emilia-Romagna	140	2016-04-17
4548	9	Toscana	136	2016-04-17
4549	10	Umbria	42	2016-04-17
4550	11	Marche	44	2016-04-17
4551	12	Lazio	170	2016-04-17
