	date	death	  0 - 30	30 - 50	50 - 55	55 - 60	60 - 65	65 - 70	70 - 75	75 - 80 	80 - 85	85 - 90	90 - 95	95 - 100	100 u. mehr
1083	2018-12-19	2744	32	80	58	118	152	191	210	375	514	460	388	149	17
1084	2018-12-20	2777	24	74	75	107	140	189	219	380	557	511	359	129	13
1085	2018-12-21	2836	25	67	61	103	155	196	213	407	557	495	383	155	19
1086	2018-12-22	2791	30	56	50	103	138	182	218	386	551	531	373	155	18
1087	2018-12-23	2554	14	52	51	93	135	163	207	334	483	478	368	165	11
1088	2018-12-24	2623	17	44	61	97	138	163	200	386	554	468	360	124	11
1089	2018-12-25	2448	17	54	50	85	117	158	181	364	483	427	365	133	14
1090	2018-12-26	2537	19	39	64	89	139	150	197	378	467	470	366	149	10
1091	2018-12-27	2616	22	57	66	96	132	184	179	368	502	437	410	147	16
1092	2018-12-28	2704	26	78	65	70	148	182	210	374	490	506	393	154	8
1093	2018-12-29	2573	20	55	49	99	134	188	190	323	500	476	393	138	8
1094	2018-12-30	2453	13	60	59	114	127	158	182	331	456	454	344	136	19
1095	2018-12-31	2579	19	45	62	101	149	173	204	345	485	474	372	133	17
