	date	state	confirmed	death	recovered
178	3/4/20	Northern Territory	1.0	0.0	0.0
179	3/5/20	Northern Territory	1.0	0.0	0.0
180	3/6/20	Northern Territory	0.0	0.0	0.0
181	3/7/20	Northern Territory	0.0	0.0	0.0
182	3/8/20	Northern Territory	0.0	0.0	0.0
183	3/9/20	Northern Territory	0.0	0.0	0.0
184	3/10/20	Northern Territory	1.0	0.0	0.0
185	3/11/20	Northern Territory	1.0	0.0	0.0
186	3/12/20	Northern Territory	1.0	0.0	0.0
187	3/13/20	Northern Territory	1.0	0.0	0.0
188	3/14/20	Northern Territory	1.0	0.0	0.0
189	3/15/20	Northern Territory	1.0	0.0	0.0
190	3/16/20	Northern Territory	1.0	0.0	0.0
191	3/17/20	Northern Territory	1.0	0.0	0.0
192	3/18/20	Northern Territory	1.0	0.0	0.0
193	3/19/20	Northern Territory	1.0	0.0	0.0
194	3/20/20	Northern Territory	3.0	0.0	0.0
195	3/21/20	Northern Territory	3.0	0.0	0.0
196	3/22/20	Northern Territory	5.0	0.0	0.0
197	3/23/20	Northern Territory	5.0	0.0	0.0
198	3/24/20	Northern Territory	6.0	0.0	0.0
199	3/25/20	Northern Territory	6.0	0.0	0.0
200	3/26/20	Northern Territory	12.0	0.0	0.0
201	3/27/20	Northern Territory	12.0	0.0	0.0
202	3/28/20	Northern Territory	15.0	0.0	0.0
203	3/29/20	Northern Territory	15.0	0.0	0.0
204	1/22/20	Queensland	0.0	0.0	0.0
205	1/23/20	Queensland	0.0	0.0	0.0
206	1/24/20	Queensland	0.0	0.0	0.0
207	1/25/20	Queensland	0.0	0.0	0.0
208	1/26/20	Queensland	0.0	0.0	0.0
209	1/27/20	Queensland	0.0	0.0	0.0
210	1/28/20	Queensland	0.0	0.0	0.0
211	1/29/20	Queensland	1.0	0.0	0.0
212	1/30/20	Queensland	3.0	0.0	0.0
213	1/31/20	Queensland	2.0	0.0	0.0
214	2/1/20	Queensland	3.0	0.0	0.0
215	2/2/20	Queensland	2.0	0.0	0.0
216	2/3/20	Queensland	2.0	0.0	0.0
217	2/4/20	Queensland	3.0	0.0	0.0
218	2/5/20	Queensland	3.0	0.0	0.0
219	2/6/20	Queensland	4.0	0.0	0.0
220	2/7/20	Queensland	5.0	0.0	0.0
221	2/8/20	Queensland	5.0	0.0	0.0
222	2/9/20	Queensland	5.0	0.0	0.0
223	2/10/20	Queensland	5.0	0.0	0.0
224	2/11/20	Queensland	5.0	0.0	0.0
225	2/12/20	Queensland	5.0	0.0	0.0
226	2/13/20	Queensland	5.0	0.0	0.0
227	2/14/20	Queensland	5.0	0.0	0.0
228	2/15/20	Queensland	5.0	0.0	0.0
229	2/16/20	Queensland	5.0	0.0	0.0
230	2/17/20	Queensland	5.0	0.0	0.0
231	2/18/20	Queensland	5.0	0.0	0.0
232	2/19/20	Queensland	5.0	0.0	0.0
233	2/20/20	Queensland	5.0	0.0	0.0
234	2/21/20	Queensland	5.0	0.0	1.0
235	2/22/20	Queensland	5.0	0.0	1.0
236	2/23/20	Queensland	5.0	0.0	1.0
237	2/24/20	Queensland	5.0	0.0	1.0
238	2/25/20	Queensland	5.0	0.0	1.0
239	2/26/20	Queensland	5.0	0.0	1.0
240	2/27/20	Queensland	5.0	0.0	1.0
241	2/28/20	Queensland	5.0	0.0	1.0
242	2/29/20	Queensland	9.0	0.0	1.0
243	3/1/20	Queensland	9.0	0.0	1.0
244	3/2/20	Queensland	9.0	0.0	1.0
245	3/3/20	Queensland	11.0	0.0	1.0
246	3/4/20	Queensland	11.0	0.0	1.0
247	3/5/20	Queensland	13.0	0.0	8.0
248	3/6/20	Queensland	13.0	0.0	8.0
249	3/7/20	Queensland	13.0	0.0	8.0
250	3/8/20	Queensland	15.0	0.0	8.0
251	3/9/20	Queensland	15.0	0.0	8.0
252	3/10/20	Queensland	18.0	0.0	8.0
253	3/11/20	Queensland	20.0	0.0	8.0
254	3/12/20	Queensland	20.0	0.0	8.0
255	3/13/20	Queensland	35.0	0.0	8.0
256	3/14/20	Queensland	46.0	0.0	8.0
257	3/15/20	Queensland	61.0	0.0	8.0
258	3/16/20	Queensland	68.0	0.0	8.0
259	3/17/20	Queensland	78.0	0.0	8.0
260	3/18/20	Queensland	94.0	0.0	8.0
261	3/19/20	Queensland	144.0	0.0	8.0
262	3/20/20	Queensland	184.0	0.0	8.0
263	3/21/20	Queensland	221.0	0.0	8.0
264	3/22/20	Queensland	259.0	0.0	8.0
265	3/23/20	Queensland	319.0	0.0	8.0
266	3/24/20	Queensland	397.0	0.0	8.0
