	week	region	age_group	male	female	total
285	15/03/2016-21/03/2016	Basilicata	0	0.0	0.0	0.0
286	01/01/2017-11/01/2017	Basilicata	0	0.0	0.0	0.0
287	12/01/2017-18/01/2017	Basilicata	0	0.0	0.0	0.0
288	19/01/2017-25/01/2017	Basilicata	0	0.0	0.0	0.0
289	26/01/2017-01/02/2017	Basilicata	0	0.0	0.0	0.0
290	02/02/2017-08/02/2017	Basilicata	0	0.0	0.0	0.0
291	09/02/2017-15/02/2017	Basilicata	0	0.0	0.0	0.0
292	16/02/2017-22/02/2017	Basilicata	0	0.0	0.0	0.0
293	23/02/2017-29/02/2017	Basilicata	0	0.0	0.0	0.0
294	01/03/2017-07/03/2017	Basilicata	0	0.0	0.0	0.0
295	08/03/2017-14/03/2017	Basilicata	0	0.0	0.0	0.0
296	15/03/2017-21/03/2017	Basilicata	0	0.0	0.0	0.0
297	01/01/2018-11/01/2018	Basilicata	0	0.0	0.0	0.0
298	12/01/2018-18/01/2018	Basilicata	0	0.0	0.0	0.0
299	19/01/2018-25/01/2018	Basilicata	0	0.0	0.0	0.0
300	26/01/2018-01/02/2018	Basilicata	0	0.0	0.0	0.0
301	02/02/2018-08/02/2018	Basilicata	0	0.0	0.0	0.0
302	09/02/2018-15/02/2018	Basilicata	0	0.0	0.0	0.0
303	16/02/2018-22/02/2018	Basilicata	0	0.0	0.0	0.0
304	23/02/2018-29/02/2018	Basilicata	0	0.0	0.0	0.0
305	01/03/2018-07/03/2018	Basilicata	0	0.0	0.0	0.0
306	08/03/2018-14/03/2018	Basilicata	0	0.0	0.0	0.0
307	15/03/2018-21/03/2018	Basilicata	0	0.0	0.0	0.0
308	01/01/2019-11/01/2019	Basilicata	0	0.0	0.0	0.0
309	12/01/2019-18/01/2019	Basilicata	0	0.0	0.0	0.0
310	19/01/2019-25/01/2019	Basilicata	0	0.0	0.0	0.0
311	26/01/2019-01/02/2019	Basilicata	0	0.0	0.0	0.0
312	02/02/2019-08/02/2019	Basilicata	0	0.0	0.0	0.0
313	09/02/2019-15/02/2019	Basilicata	0	0.0	0.0	0.0
314	16/02/2019-22/02/2019	Basilicata	0	0.0	0.0	0.0
315	23/02/2019-29/02/2019	Basilicata	0	0.0	0.0	0.0
316	01/03/2019-07/03/2019	Basilicata	0	0.0	0.0	0.0
317	08/03/2019-14/03/2019	Basilicata	0	0.0	0.0	0.0
318	15/03/2019-21/03/2019	Basilicata	0	0.0	0.0	0.0
319	01/01/2020-11/01/2020	Basilicata	0	0.0	0.0	0.0
320	12/01/2020-18/01/2020	Basilicata	0	0.0	0.0	0.0
321	19/01/2020-25/01/2020	Basilicata	0	0.0	0.0	0.0
322	26/01/2020-01/02/2020	Basilicata	0	0.0	0.0	0.0
323	02/02/2020-08/02/2020	Basilicata	0	0.0	0.0	0.0
324	09/02/2020-15/02/2020	Basilicata	0	0.0	0.0	0.0
325	16/02/2020-22/02/2020	Basilicata	0	0.0	0.0	0.0
326	23/02/2020-29/02/2020	Basilicata	0	0.0	0.0	0.0
327	01/03/2020-07/03/2020	Basilicata	0	0.0	0.0	0.0
328	08/03/2020-14/03/2020	Basilicata	0	0.0	0.0	0.0
329	15/03/2020-21/03/2020	Basilicata	0	0.0	0.0	0.0
330	01/01/2015-11/01/2015	Basilicata	1	3.0	0.0	3.0
